Id,date,tournament
M017884_Madagascar,1991-07-14,African Cup of Nations qualification
M017884_Zambia,1991-07-14,African Cup of Nations qualification
M017885_DR Congo,1991-07-14,African Cup of Nations qualification
M017885_Uganda,1991-07-14,African Cup of Nations qualification
M017886_Congo,1991-07-14,African Cup of Nations qualification
M017886_Zimbabwe,1991-07-14,African Cup of Nations qualification
M017887_Chile,1991-07-14,Copa América
M017887_Paraguay,1991-07-14,Copa América
M017888_Kenya,1991-07-14,African Cup of Nations qualification
M017888_Mozambique,1991-07-14,African Cup of Nations qualification
M017889_Gabon,1991-07-14,African Cup of Nations qualification
M017889_Tanzania,1991-07-14,African Cup of Nations qualification
M017890_Guinea,1991-07-14,African Cup of Nations qualification
M017890_Mali,1991-07-14,African Cup of Nations qualification
M017891_Benin,1991-07-14,African Cup of Nations qualification
M017891_Togo,1991-07-14,African Cup of Nations qualification
W000579_Denmark,1991-07-14,UEFA Euro
W000579_Italy,1991-07-14,UEFA Euro
W000580_Germany,1991-07-14,UEFA Euro
W000580_Norway,1991-07-14,UEFA Euro
M017892_Angola,1991-07-15,African Cup of Nations qualification
M017892_Eswatini,1991-07-15,African Cup of Nations qualification
M017893_Brazil,1991-07-15,Copa América
M017893_Ecuador,1991-07-15,Copa América
M017894_Colombia,1991-07-15,Copa América
M017894_Uruguay,1991-07-15,Copa América
M017895_Faroe Islands,1991-07-15,Friendly
M017895_Turkey,1991-07-15,Friendly
M017896_Argentina,1991-07-17,Copa América
M017896_Brazil,1991-07-17,Copa América
M017897_Chile,1991-07-17,Copa América
M017897_Colombia,1991-07-17,Copa América
M017898_Iceland,1991-07-17,Friendly
M017898_Turkey,1991-07-17,Friendly
M017899_Brazil,1991-07-19,Copa América
M017899_Colombia,1991-07-19,Copa América
M017900_Argentina,1991-07-19,Copa América
M017900_Chile,1991-07-19,Copa América
M017901_Argentina,1991-07-21,Copa América
M017901_Colombia,1991-07-21,Copa América
M017902_Brazil,1991-07-21,Copa América
M017902_Chile,1991-07-21,Copa América
M017903_Guinea,1991-07-24,Friendly
M017903_Ivory Coast,1991-07-24,Friendly
M017904_Mauritania,1991-07-26,African Cup of Nations qualification
M017904_Niger,1991-07-26,African Cup of Nations qualification
M017905_Egypt,1991-07-26,African Cup of Nations qualification
M017905_Tunisia,1991-07-26,African Cup of Nations qualification
M017906_Japan,1991-07-27,Friendly
M017906_South Korea,1991-07-27,Friendly
M017907_Malawi,1991-07-27,African Cup of Nations qualification
M017907_Zimbabwe,1991-07-27,African Cup of Nations qualification
M017908_Burkina Faso,1991-07-27,African Cup of Nations qualification
M017908_Nigeria,1991-07-27,African Cup of Nations qualification
M017909_DR Congo,1991-07-28,African Cup of Nations qualification
M017909_Gabon,1991-07-28,African Cup of Nations qualification
M017910_Kenya,1991-07-28,African Cup of Nations qualification
M017910_Sudan,1991-07-28,African Cup of Nations qualification
M017911_Ivory Coast,1991-07-28,African Cup of Nations qualification
M017911_Morocco,1991-07-28,African Cup of Nations qualification
M017912_Mali,1991-07-28,African Cup of Nations qualification
M017912_Sierra Leone,1991-07-28,African Cup of Nations qualification
M017913_Angola,1991-07-28,African Cup of Nations qualification
M017913_Zambia,1991-07-28,African Cup of Nations qualification
M017914_Benin,1991-07-28,African Cup of Nations qualification
M017914_Ghana,1991-07-28,African Cup of Nations qualification
M017915_Cameroon,1991-07-28,African Cup of Nations qualification
M017915_Guinea,1991-07-28,African Cup of Nations qualification
M017916_Tanzania,1991-07-29,African Cup of Nations qualification
M017916_Uganda,1991-07-29,African Cup of Nations qualification
M017917_Czechoslovakia,1991-08-08,Friendly
M017917_Yugoslavia,1991-08-08,Friendly
M017918_Norway,1991-08-08,Friendly
M017918_Sweden,1991-08-08,Friendly
M017919_Benin,1991-08-11,Friendly
M017919_Ivory Coast,1991-08-11,Friendly
M017920_France,1991-08-14,Friendly
M017920_Poland,1991-08-14,Friendly
M017921_Malawi,1991-08-19,Friendly
M017921_Mozambique,1991-08-19,Friendly
M017922_Malawi,1991-08-20,Friendly
M017922_Mozambique,1991-08-20,Friendly
M017923_Poland,1991-08-21,Friendly
M017923_Sweden,1991-08-21,Friendly
M017924_Bulgaria,1991-08-21,Friendly
M017924_Turkey,1991-08-21,Friendly
M017925_Czechoslovakia,1991-08-21,Friendly
M017925_Switzerland,1991-08-21,Friendly
M017926_Romania,1991-08-28,Friendly
M017926_United States,1991-08-28,Friendly
M017927_Norway,1991-08-28,UEFA Euro qualification
M017927_Russia,1991-08-28,UEFA Euro qualification
M017928_Benin,1991-09-01,Friendly
M017928_Ivory Coast,1991-09-01,Friendly
M017929_Czechoslovakia,1991-09-04,UEFA Euro qualification
M017929_France,1991-09-04,UEFA Euro qualification
M017930_Albania,1991-09-04,Friendly
M017930_Greece,1991-09-04,Friendly
M017931_Denmark,1991-09-04,Friendly
M017931_Iceland,1991-09-04,Friendly
M017932_Austria,1991-09-04,Friendly
M017932_Portugal,1991-09-04,Friendly
M017933_Spain,1991-09-04,Friendly
M017933_Uruguay,1991-09-04,Friendly
M017934_Sweden,1991-09-04,Friendly
M017934_Yugoslavia,1991-09-04,Friendly
M017935_Turkey,1991-09-04,Friendly
M017935_United States,1991-09-04,Friendly
M017936_Guinea,1991-09-08,Friendly
M017936_Mali,1991-09-08,Friendly
M017937_Papua New Guinea,1991-09-09,South Pacific Games
M017937_Solomon Islands,1991-09-09,South Pacific Games
M017938_Guam,1991-09-09,South Pacific Games
M017938_Tahiti,1991-09-09,South Pacific Games
M017939_Fiji,1991-09-10,South Pacific Games
M017939_New Caledonia,1991-09-10,South Pacific Games
M017940_Vanuatu,1991-09-10,South Pacific Games
M017940_Wallis Islands and Futuna,1991-09-10,South Pacific Games
M017941_Belgium,1991-09-11,UEFA Euro qualification
M017941_Luxembourg,1991-09-11,UEFA Euro qualification
M017942_Netherlands,1991-09-11,Friendly
M017942_Poland,1991-09-11,Friendly
M017943_New Caledonia,1991-09-11,South Pacific Games
M017943_Tahiti,1991-09-11,South Pacific Games
M017944_Finland,1991-09-11,UEFA Euro qualification
M017944_Portugal,1991-09-11,UEFA Euro qualification
M017945_Faroe Islands,1991-09-11,UEFA Euro qualification
M017945_Northern Ireland,1991-09-11,UEFA Euro qualification
M017946_Scotland,1991-09-11,UEFA Euro qualification
M017946_Switzerland,1991-09-11,UEFA Euro qualification
M017947_Brazil,1991-09-11,Friendly
M017947_Wales,1991-09-11,Friendly
M017948_England,1991-09-11,Friendly
M017948_Germany,1991-09-11,Friendly
M017949_Hungary,1991-09-11,Friendly
M017949_Republic of Ireland,1991-09-11,Friendly
M017950_Solomon Islands,1991-09-11,South Pacific Games
M017950_Wallis Islands and Futuna,1991-09-11,South Pacific Games
M017951_Bermuda,1991-09-12,Friendly
M017951_Jamaica,1991-09-12,Friendly
M017952_Fiji,1991-09-12,South Pacific Games
M017952_Guam,1991-09-12,South Pacific Games
M017953_Papua New Guinea,1991-09-12,South Pacific Games
M017953_Vanuatu,1991-09-12,South Pacific Games
M017954_Jamaica,1991-09-14,Friendly
M017954_United States,1991-09-14,Friendly
M017955_Solomon Islands,1991-09-14,South Pacific Games
M017955_Vanuatu,1991-09-14,South Pacific Games
M017956_Fiji,1991-09-14,South Pacific Games
M017956_Tahiti,1991-09-14,South Pacific Games
M017957_Papua New Guinea,1991-09-15,South Pacific Games
M017957_Wallis Islands and Futuna,1991-09-15,South Pacific Games
M017958_Guam,1991-09-15,South Pacific Games
M017958_New Caledonia,1991-09-15,South Pacific Games
M017959_Fiji,1991-09-17,South Pacific Games
M017959_Vanuatu,1991-09-17,South Pacific Games
M017960_New Caledonia,1991-09-17,South Pacific Games
M017960_Solomon Islands,1991-09-17,South Pacific Games
M017961_Tahiti,1991-09-17,South Pacific Games
M017961_Wallis Islands and Futuna,1991-09-17,South Pacific Games
M017962_Guam,1991-09-18,South Pacific Games
M017962_Wallis Islands and Futuna,1991-09-18,South Pacific Games
M017963_Fiji,1991-09-20,South Pacific Games
M017963_Solomon Islands,1991-09-20,South Pacific Games
M017964_New Caledonia,1991-09-20,South Pacific Games
M017964_Vanuatu,1991-09-20,South Pacific Games
M017965_Uganda,1991-09-21,Friendly
M017965_Zimbabwe,1991-09-21,Friendly
M017966_Botswana,1991-09-21,Friendly
M017966_Eswatini,1991-09-21,Friendly
M017967_Egypt,1991-09-21,Friendly
M017967_Nigeria,1991-09-21,Friendly
W000581_Denmark,1991-09-21,UEFA Euro qualification
W000581_Finland,1991-09-21,UEFA Euro qualification
M017968_Cameroon,1991-09-22,Friendly
M017968_Mali,1991-09-22,Friendly
M017969_Mauritius,1991-09-22,Friendly
M017969_Tunisia,1991-09-22,Friendly
M017970_Egypt,1991-09-23,Friendly
M017970_Zimbabwe,1991-09-23,Friendly
M017971_Nigeria,1991-09-23,Friendly
M017971_Uganda,1991-09-23,Friendly
M017972_Cameroon,1991-09-24,Friendly
M017972_Tunisia,1991-09-24,Friendly
M017973_Mali,1991-09-24,Friendly
M017973_Mauritius,1991-09-24,Friendly
M017974_Iceland,1991-09-25,UEFA Euro qualification
M017974_Spain,1991-09-25,UEFA Euro qualification
M017975_Nigeria,1991-09-25,Friendly
M017975_Zimbabwe,1991-09-25,Friendly
M017976_Czechoslovakia,1991-09-25,Friendly
M017976_Norway,1991-09-25,Friendly
M017977_Hungary,1991-09-25,UEFA Euro qualification
M017977_Russia,1991-09-25,UEFA Euro qualification
M017978_Bulgaria,1991-09-25,Friendly
M017978_Italy,1991-09-25,Friendly
M017979_Egypt,1991-09-25,Friendly
M017979_Uganda,1991-09-25,Friendly
M017980_Denmark,1991-09-25,UEFA Euro qualification
M017980_Faroe Islands,1991-09-25,UEFA Euro qualification
M017981_Mali,1991-09-26,Friendly
M017981_Tunisia,1991-09-26,Friendly
M017982_Cameroon,1991-09-26,Friendly
M017982_Mauritius,1991-09-26,Friendly
M017983_Cameroon,1991-09-28,Friendly
M017983_Nigeria,1991-09-28,Friendly
M017984_Tunisia,1991-09-28,Friendly
M017984_Zimbabwe,1991-09-28,Friendly
M017985_Mauritius,1991-09-28,Friendly
M017985_Uganda,1991-09-28,Friendly
M017986_Egypt,1991-09-28,Friendly
M017986_Mali,1991-09-28,Friendly
W000582_Czechoslovakia,1991-09-29,UEFA Euro qualification
W000582_Poland,1991-09-29,UEFA Euro qualification
W000583_Norway,1991-09-29,UEFA Euro qualification
W000583_Switzerland,1991-09-29,UEFA Euro qualification
M017987_Nigeria,1991-09-30,Friendly
M017987_Zimbabwe,1991-09-30,Friendly
M017988_Cameroon,1991-09-30,Friendly
M017988_Tunisia,1991-09-30,Friendly
M017989_Botswana,1991-09-30,Friendly
M017989_Ghana,1991-09-30,Friendly
M017990_Indonesia,1991-10-05,Friendly
M017990_Singapore,1991-10-05,Friendly
W000584_Hungary,1991-10-06,UEFA Euro qualification
W000584_Russia,1991-10-06,UEFA Euro qualification
M017991_Sweden,1991-10-09,Friendly
M017991_Switzerland,1991-10-09,Friendly
M017992_Austria,1991-10-09,UEFA Euro qualification
M017992_Denmark,1991-10-09,UEFA Euro qualification
M017993_Finland,1991-10-09,UEFA Euro qualification
M017993_Greece,1991-10-09,UEFA Euro qualification
M017994_Belgium,1991-10-09,Friendly
M017994_Hungary,1991-10-09,Friendly
M017995_Luxembourg,1991-10-12,Friendly
M017995_Portugal,1991-10-12,Friendly
M017996_France,1991-10-12,UEFA Euro qualification
M017996_Spain,1991-10-12,UEFA Euro qualification
M017997_Italy,1991-10-12,UEFA Euro qualification
M017997_Russia,1991-10-12,UEFA Euro qualification
M017998_Algeria,1991-10-13,Friendly
M017998_Iran,1991-10-13,Friendly
M017999_Poland,1991-10-16,UEFA Euro qualification
M017999_Republic of Ireland,1991-10-16,UEFA Euro qualification
M018000_Bulgaria,1991-10-16,UEFA Euro qualification
M018000_San Marino,1991-10-16,UEFA Euro qualification
M018001_Cyprus,1991-10-16,Friendly
M018001_Iceland,1991-10-16,Friendly
M018002_Albania,1991-10-16,UEFA Euro qualification
M018002_Czechoslovakia,1991-10-16,UEFA Euro qualification
M018003_England,1991-10-16,UEFA Euro qualification
M018003_Turkey,1991-10-16,UEFA Euro qualification
M018004_Faroe Islands,1991-10-16,UEFA Euro qualification
M018004_Yugoslavia,1991-10-16,UEFA Euro qualification
M018005_Austria,1991-10-16,UEFA Euro qualification
M018005_Northern Ireland,1991-10-16,UEFA Euro qualification
M018006_Germany,1991-10-16,UEFA Euro qualification
M018006_Wales,1991-10-16,UEFA Euro qualification
M018007_Romania,1991-10-16,UEFA Euro qualification
M018007_Scotland,1991-10-16,UEFA Euro qualification
M018008_Netherlands,1991-10-16,UEFA Euro qualification
M018008_Portugal,1991-10-16,UEFA Euro qualification
W000585_Denmark,1991-10-16,UEFA Euro qualification
W000585_France,1991-10-16,UEFA Euro qualification
M018009_North Korea,1991-10-19,Friendly
M018009_United States,1991-10-19,Friendly
W000586_Italy,1991-10-19,UEFA Euro qualification
W000586_Poland,1991-10-19,UEFA Euro qualification
W000587_Spain,1991-10-23,UEFA Euro qualification
W000587_Sweden,1991-10-23,UEFA Euro qualification
W000588_Bulgaria,1991-10-27,UEFA Euro qualification
W000588_Hungary,1991-10-27,UEFA Euro qualification
M018010_Hungary,1991-10-30,UEFA Euro qualification
M018010_Norway,1991-10-30,UEFA Euro qualification
M018011_Brazil,1991-10-30,Friendly
M018011_Yugoslavia,1991-10-30,Friendly
M018012_Finland,1991-10-30,UEFA Euro qualification
M018012_Greece,1991-10-30,UEFA Euro qualification
M018013_Ghana,1991-10-31,Friendly
M018013_Senegal,1991-10-31,Friendly
M018014_Ivory Coast,1991-10-31,Friendly
M018014_Nigeria,1991-10-31,Friendly
M018015_Ghana,1991-11-02,Friendly
M018015_Nigeria,1991-11-02,Friendly
M018016_Ivory Coast,1991-11-02,Friendly
M018016_Senegal,1991-11-02,Friendly
M018017_Kenya,1991-11-09,Friendly
M018017_Tanzania,1991-11-09,Friendly
W000589_Greece,1991-11-10,UEFA Euro qualification
W000589_Romania,1991-11-10,UEFA Euro qualification
M018018_Luxembourg,1991-11-13,UEFA Euro qualification
M018018_Wales,1991-11-13,UEFA Euro qualification
M018019_Republic of Ireland,1991-11-13,UEFA Euro qualification
M018019_Turkey,1991-11-13,UEFA Euro qualification
M018020_Czechoslovakia,1991-11-13,UEFA Euro qualification
M018020_Spain,1991-11-13,UEFA Euro qualification
M018021_San Marino,1991-11-13,UEFA Euro qualification
M018021_Scotland,1991-11-13,UEFA Euro qualification
M018022_Romania,1991-11-13,UEFA Euro qualification
M018022_Switzerland,1991-11-13,UEFA Euro qualification
M018023_Austria,1991-11-13,UEFA Euro qualification
M018023_Yugoslavia,1991-11-13,UEFA Euro qualification
M018024_Italy,1991-11-13,UEFA Euro qualification
M018024_Norway,1991-11-13,UEFA Euro qualification
M018025_Denmark,1991-11-13,UEFA Euro qualification
M018025_Northern Ireland,1991-11-13,UEFA Euro qualification
M018026_Cyprus,1991-11-13,UEFA Euro qualification
M018026_Russia,1991-11-13,UEFA Euro qualification
M018027_England,1991-11-13,UEFA Euro qualification
M018027_Poland,1991-11-13,UEFA Euro qualification
M018028_Estonia,1991-11-15,Baltic Cup
M018028_Lithuania,1991-11-15,Baltic Cup
M018029_Kenya,1991-11-16,Friendly
M018029_Tanzania,1991-11-16,Friendly
M018030_Estonia,1991-11-16,Baltic Cup
M018030_Latvia,1991-11-16,Baltic Cup
W000590_Belgium,1991-11-16,UEFA Euro qualification
W000590_Switzerland,1991-11-16,UEFA Euro qualification
W000591_China PR,1991-11-16,FIFA World Cup
W000591_Norway,1991-11-16,FIFA World Cup
M018031_Latvia,1991-11-17,Baltic Cup
M018031_Lithuania,1991-11-17,Baltic Cup
W000592_Denmark,1991-11-17,FIFA World Cup
W000592_New Zealand,1991-11-17,FIFA World Cup
W000593_Brazil,1991-11-17,FIFA World Cup
W000593_Japan,1991-11-17,FIFA World Cup
W000594_Sweden,1991-11-17,FIFA World Cup
W000594_United States,1991-11-17,FIFA World Cup
W000595_Germany,1991-11-17,FIFA World Cup
W000595_Nigeria,1991-11-17,FIFA World Cup
W000596_Italy,1991-11-17,FIFA World Cup
W000596_Taiwan,1991-11-17,FIFA World Cup
W000597_New Zealand,1991-11-19,FIFA World Cup
W000597_Norway,1991-11-19,FIFA World Cup
W000598_China PR,1991-11-19,FIFA World Cup
W000598_Denmark,1991-11-19,FIFA World Cup
W000599_Japan,1991-11-19,FIFA World Cup
W000599_Sweden,1991-11-19,FIFA World Cup
W000600_Brazil,1991-11-19,FIFA World Cup
W000600_United States,1991-11-19,FIFA World Cup
W000601_Italy,1991-11-19,FIFA World Cup
W000601_Nigeria,1991-11-19,FIFA World Cup
W000602_Germany,1991-11-19,FIFA World Cup
W000602_Taiwan,1991-11-19,FIFA World Cup
M018032_Belgium,1991-11-20,UEFA Euro qualification
M018032_Germany,1991-11-20,UEFA Euro qualification
M018033_Bulgaria,1991-11-20,UEFA Euro qualification
M018033_Romania,1991-11-20,UEFA Euro qualification
M018034_Greece,1991-11-20,UEFA Euro qualification
M018034_Portugal,1991-11-20,UEFA Euro qualification
M018035_Mexico,1991-11-20,Friendly
M018035_Uruguay,1991-11-20,Friendly
M018036_France,1991-11-20,UEFA Euro qualification
M018036_Iceland,1991-11-20,UEFA Euro qualification
W000603_Japan,1991-11-21,FIFA World Cup
W000603_United States,1991-11-21,FIFA World Cup
W000604_Brazil,1991-11-21,FIFA World Cup
W000604_Sweden,1991-11-21,FIFA World Cup
W000605_Nigeria,1991-11-21,FIFA World Cup
W000605_Taiwan,1991-11-21,FIFA World Cup
W000606_Germany,1991-11-21,FIFA World Cup
W000606_Italy,1991-11-21,FIFA World Cup
W000607_Denmark,1991-11-21,FIFA World Cup
W000607_Norway,1991-11-21,FIFA World Cup
W000608_China PR,1991-11-21,FIFA World Cup
W000608_New Zealand,1991-11-21,FIFA World Cup
M018037_Cape Verde,1991-11-22,Amílcar Cabral Cup
M018037_Guinea-Bissau,1991-11-22,Amílcar Cabral Cup
M018038_Kenya,1991-11-23,CECAFA Cup
M018038_Zambia,1991-11-23,CECAFA Cup
M018039_Gambia,1991-11-23,Amílcar Cabral Cup
M018039_Mali,1991-11-23,Amílcar Cabral Cup
M018040_Ivory Coast,1991-11-23,Friendly
M018040_Niger,1991-11-23,Friendly
M018041_Guinea-Bissau,1991-11-24,Amílcar Cabral Cup
M018041_Senegal,1991-11-24,Amílcar Cabral Cup
M018042_Guinea,1991-11-24,Amílcar Cabral Cup
M018042_Sierra Leone,1991-11-24,Amílcar Cabral Cup
M018043_Sudan,1991-11-24,CECAFA Cup
M018043_Tanzania,1991-11-24,CECAFA Cup
M018044_Costa Rica,1991-11-24,Friendly
M018044_United States,1991-11-24,Friendly
W000609_Taiwan,1991-11-24,FIFA World Cup
W000609_United States,1991-11-24,FIFA World Cup
W000610_Italy,1991-11-24,FIFA World Cup
W000610_Norway,1991-11-24,FIFA World Cup
W000611_Denmark,1991-11-24,FIFA World Cup
W000611_Germany,1991-11-24,FIFA World Cup
W000612_China PR,1991-11-24,FIFA World Cup
W000612_Sweden,1991-11-24,FIFA World Cup
M018045_Singapore,1991-11-25,Southeast Asian Games
M018045_Thailand,1991-11-25,Southeast Asian Games
M018046_Malawi,1991-11-25,CECAFA Cup
M018046_Zanzibar,1991-11-25,CECAFA Cup
M018047_Mali,1991-11-26,Amílcar Cabral Cup
M018047_Sierra Leone,1991-11-26,Amílcar Cabral Cup
M018048_Gambia,1991-11-26,Amílcar Cabral Cup
M018048_Guinea,1991-11-26,Amílcar Cabral Cup
M018049_Indonesia,1991-11-26,Southeast Asian Games
M018049_Malaysia,1991-11-26,Southeast Asian Games
M018050_Philippines,1991-11-26,Southeast Asian Games
M018050_Vietnam,1991-11-26,Southeast Asian Games
M018051_Ivory Coast,1991-11-27,Friendly
M018051_Tunisia,1991-11-27,Friendly
M018052_Sudan,1991-11-27,CECAFA Cup
M018052_Uganda,1991-11-27,CECAFA Cup
M018053_Zambia,1991-11-27,CECAFA Cup
M018053_Zanzibar,1991-11-27,CECAFA Cup
M018054_Cape Verde,1991-11-27,Amílcar Cabral Cup
M018054_Senegal,1991-11-27,Amílcar Cabral Cup
M018055_Libya,1991-11-27,Friendly
M018055_Malta,1991-11-27,Friendly
M018056_Myanmar,1991-11-27,Southeast Asian Games
M018056_Thailand,1991-11-27,Southeast Asian Games
M018057_Costa Rica,1991-11-27,Friendly
M018057_Mexico,1991-11-27,Friendly
W000613_Norway,1991-11-27,FIFA World Cup
W000613_Sweden,1991-11-27,FIFA World Cup
W000614_Germany,1991-11-27,FIFA World Cup
W000614_United States,1991-11-27,FIFA World Cup
M018058_Gambia,1991-11-28,Amílcar Cabral Cup
M018058_Sierra Leone,1991-11-28,Amílcar Cabral Cup
M018059_Guinea,1991-11-28,Amílcar Cabral Cup
M018059_Mali,1991-11-28,Amílcar Cabral Cup
M018060_Kenya,1991-11-28,CECAFA Cup
M018060_Malawi,1991-11-28,CECAFA Cup
M018061_Indonesia,1991-11-28,Southeast Asian Games
M018061_Vietnam,1991-11-28,Southeast Asian Games
M018062_Malaysia,1991-11-28,Southeast Asian Games
M018062_Philippines,1991-11-28,Southeast Asian Games
M018063_Myanmar,1991-11-29,Southeast Asian Games
M018063_Singapore,1991-11-29,Southeast Asian Games
W000615_Germany,1991-11-29,FIFA World Cup
W000615_Sweden,1991-11-29,FIFA World Cup
M018064_Indonesia,1991-11-30,Southeast Asian Games
M018064_Philippines,1991-11-30,Southeast Asian Games
M018065_Malaysia,1991-11-30,Southeast Asian Games
M018065_Vietnam,1991-11-30,Southeast Asian Games
M018066_Tanzania,1991-11-30,CECAFA Cup
M018066_Uganda,1991-11-30,CECAFA Cup
M018067_Kenya,1991-11-30,CECAFA Cup
M018067_Zanzibar,1991-11-30,CECAFA Cup
M018068_Cape Verde,1991-11-30,Amílcar Cabral Cup
M018068_Sierra Leone,1991-11-30,Amílcar Cabral Cup
M018069_Gambia,1991-11-30,Amílcar Cabral Cup
M018069_Senegal,1991-11-30,Amílcar Cabral Cup
W000616_Norway,1991-11-30,FIFA World Cup
W000616_United States,1991-11-30,FIFA World Cup
M018070_Malawi,1991-12-01,CECAFA Cup
M018070_Zambia,1991-12-01,CECAFA Cup
M018071_Cape Verde,1991-12-02,Amílcar Cabral Cup
M018071_Senegal,1991-12-02,Amílcar Cabral Cup
M018072_Philippines,1991-12-02,Southeast Asian Games
M018072_Thailand,1991-12-02,Southeast Asian Games
M018073_Indonesia,1991-12-02,Southeast Asian Games
M018073_Singapore,1991-12-02,Southeast Asian Games
M018074_Egypt,1991-12-03,Friendly
M018074_Poland,1991-12-03,Friendly
M018075_Indonesia,1991-12-04,Southeast Asian Games
M018075_Thailand,1991-12-04,Southeast Asian Games
M018076_Greece,1991-12-04,UEFA Euro qualification
M018076_Netherlands,1991-12-04,UEFA Euro qualification
M018077_Hungary,1991-12-04,Friendly
M018077_Mexico,1991-12-04,Friendly
M018078_Mali,1991-12-04,Friendly
M018078_Morocco,1991-12-04,Friendly
M018079_Kenya,1991-12-04,CECAFA Cup
M018079_Uganda,1991-12-04,CECAFA Cup
M018080_Philippines,1991-12-04,Southeast Asian Games
M018080_Singapore,1991-12-04,Southeast Asian Games
M018081_Sudan,1991-12-05,CECAFA Cup
M018081_Zambia,1991-12-05,CECAFA Cup
M018082_Egypt,1991-12-05,Friendly
M018082_Poland,1991-12-05,Friendly
M018083_Kenya,1991-12-07,CECAFA Cup
M018083_Zambia,1991-12-07,CECAFA Cup
M018084_Sudan,1991-12-07,CECAFA Cup
M018084_Uganda,1991-12-07,CECAFA Cup
M018085_El Salvador,1991-12-08,Friendly
M018085_Hungary,1991-12-08,Friendly
W000617_Republic of Ireland,1991-12-08,UEFA Euro qualification
W000617_Spain,1991-12-08,UEFA Euro qualification
M018086_Kuwait,1991-12-09,Friendly
M018086_Poland,1991-12-09,Friendly
M018087_Algeria,1991-12-16,Friendly
M018087_Senegal,1991-12-16,Friendly
M018088_Brazil,1991-12-18,Friendly
M018088_Czechoslovakia,1991-12-18,Friendly
M018089_Germany,1991-12-18,UEFA Euro qualification
M018089_Luxembourg,1991-12-18,UEFA Euro qualification
M018090_Egypt,1991-12-21,Friendly
M018090_Romania,1991-12-21,Friendly
M018091_Cyprus,1991-12-21,UEFA Euro qualification
M018091_Italy,1991-12-21,UEFA Euro qualification
M018092_Greece,1991-12-22,UEFA Euro qualification
M018092_Malta,1991-12-22,UEFA Euro qualification
M018093_India,1991-12-22,South Asian Games
M018093_Pakistan,1991-12-22,South Asian Games
M018094_Nepal,1991-12-22,South Asian Games
M018094_Sri Lanka,1991-12-22,South Asian Games
M018095_Bangladesh,1991-12-24,South Asian Games
M018095_Pakistan,1991-12-24,South Asian Games
M018096_Maldives,1991-12-24,South Asian Games
M018096_Nepal,1991-12-24,South Asian Games
M018097_Egypt,1991-12-24,Friendly
M018097_Romania,1991-12-24,Friendly
M018098_Cameroon,1991-12-25,Friendly
M018098_Tunisia,1991-12-25,Friendly
M018099_Algeria,1991-12-26,Friendly
M018099_Morocco,1991-12-26,Friendly
M018100_Bangladesh,1991-12-26,South Asian Games
M018100_India,1991-12-26,South Asian Games
M018101_Maldives,1991-12-26,South Asian Games
M018101_Sri Lanka,1991-12-26,South Asian Games
M018102_Bangladesh,1991-12-28,South Asian Games
M018102_Nepal,1991-12-28,South Asian Games
M018103_Maldives,1991-12-29,South Asian Games
M018103_Pakistan,1991-12-29,South Asian Games
M018104_Malawi,1991-12-30,Friendly
M018104_Zambia,1991-12-30,Friendly
M018105_Czechoslovakia,1992-01-04,Friendly
M018105_Egypt,1992-01-04,Friendly
M018106_Barbados,1992-01-05,Friendly
M018106_Guyana,1992-01-05,Friendly
M018107_DR Congo,1992-01-05,Friendly
M018107_Ivory Coast,1992-01-05,Friendly
M018108_Egypt,1992-01-07,Friendly
M018108_Norway,1992-01-07,Friendly
M018109_Cameroon,1992-01-12,African Cup of Nations
M018109_Morocco,1992-01-12,African Cup of Nations
M018110_Nigeria,1992-01-12,African Cup of Nations
M018110_Senegal,1992-01-12,African Cup of Nations
M018111_Algeria,1992-01-13,African Cup of Nations
M018111_Ivory Coast,1992-01-13,African Cup of Nations
M018112_Egypt,1992-01-13,African Cup of Nations
M018112_Zambia,1992-01-13,African Cup of Nations
M018113_DR Congo,1992-01-14,African Cup of Nations
M018113_Morocco,1992-01-14,African Cup of Nations
M018114_Kenya,1992-01-14,African Cup of Nations
M018114_Nigeria,1992-01-14,African Cup of Nations
M018115_Congo,1992-01-15,African Cup of Nations
M018115_Ivory Coast,1992-01-15,African Cup of Nations
M018116_Portugal,1992-01-15,Friendly
M018116_Spain,1992-01-15,Friendly
M018117_Ghana,1992-01-15,African Cup of Nations
M018117_Zambia,1992-01-15,African Cup of Nations
M018118_Kenya,1992-01-16,African Cup of Nations
M018118_Senegal,1992-01-16,African Cup of Nations
M018119_Cameroon,1992-01-16,African Cup of Nations
M018119_DR Congo,1992-01-16,African Cup of Nations
M018120_Algeria,1992-01-17,African Cup of Nations
M018120_Congo,1992-01-17,African Cup of Nations
M018121_Egypt,1992-01-17,African Cup of Nations
M018121_Ghana,1992-01-17,African Cup of Nations
M018122_DR Congo,1992-01-19,African Cup of Nations
M018122_Nigeria,1992-01-19,African Cup of Nations
M018123_Cameroon,1992-01-19,African Cup of Nations
M018123_Senegal,1992-01-19,African Cup of Nations
M018124_Congo,1992-01-20,African Cup of Nations
M018124_Ghana,1992-01-20,African Cup of Nations
M018125_Ivory Coast,1992-01-20,African Cup of Nations
M018125_Zambia,1992-01-20,African Cup of Nations
M018126_Cameroon,1992-01-23,African Cup of Nations
M018126_Ivory Coast,1992-01-23,African Cup of Nations
M018127_Ghana,1992-01-23,African Cup of Nations
M018127_Nigeria,1992-01-23,African Cup of Nations
